"Cluster","Sac_Learner_Coef","Sac_Learner_P.Value","Sac_Learner_adj.P.Val","B_Sac_Learner","Sac_Learner_Ratio","Sex_Coef","Sex_P.Value","Sex_adj.P.Val","B_Sex","Sex_Ratio","AveExpr","PropMean_Learner","PropMean_NonLearner","PropMean_Male","PropMean_Female","Direct_Ratio_Learner_NonLearner","Direct_Ratio_Male_Female"
"PF Fzd5 Glut",0.0131419650253336,0.0534167176961138,0.827316183504563,-4.50920658312169,1.00915093209208,-0.0114014838187767,0.0289289782751175,0.328027236287386,-4.45926120821836,0.992128239499689,-5.55455029746199,0.0179828225473644,0.000645958177104392,0.00455511971813328,0.0210084067544395,27.8389889388431,0.216823663563667
"Pitx2 Glut",-0.00534194849412021,0.0660019654259323,0.827316183504563,-4.51952725543799,0.996304090212369,0.0151909811697118,0.0309874695568076,0.328027236287386,-4.4632267605227,1.01058521694223,-5.41209550730311,0.0149509874740019,0.00110263800787912,0.00429704779664888,0.0172959174716812,13.5592890569404,0.248442894323731
"Hist Gaba",-0.00313776552830791,0.106536914736018,0.827316183504563,-4.54296392289814,0.997827430124526,-0.0128009166631952,0.0310717564838245,0.328027236287386,-4.46337964802503,0.991166328886958,-6.96855651577839,0.00344385669608611,0.000135725179275043,0.00115776645955456,0.00374506802253102,25.3737494728759,0.309144307283398
"NDB-SI-MA-STRv Lhx8 Gaba",0.00446842437798661,0.109061764355157,0.827316183504563,-4.5441206477105,1.00310207727364,-0.00728323545836545,0.0387506235958708,0.328027236287386,-4.47586714452989,0.994964367399769,-4.25784786145718,0.0128804433275014,0.0303632298874015,0.025106443877268,0.0111441147136749,0.424211896272797,2.2528881407206
"RE-Xi Nox4 Glut",0.00719985344695757,0.109702879418288,0.827316183504563,-4.54440729219245,1.00500303169377,0.0122770511015436,0.0436358470262092,0.328027236287386,-4.48256974880841,1.00854611466081,-4.04591799316534,0.0187406102826508,0.01498231401587,0.0171190934135181,0.018107149391715,1.25084885170607,0.945432825630243
"SI-MPO-LPO-ADP Lhx8 Gaba",0.00672877616796441,0.122289401732653,0.827316183504563,-4.54970183059702,1.0046749257571,0.00463594621516234,0.0476606531890301,0.328027236287386,-4.48761641247434,1.00321856153035,-5.2627346571631,0.00605950136396864,0.0140610862978772,0.0113695758306914,0.005550377857591,0.430941197258953,2.04843275942768
"TH Prkcd Grin2c Glut_7",-0.00622478048761301,0.123461670243987,0.827316183504563,-4.55017695009828,0.995694605853179,-0.0204786644198816,0.0506910360915294,0.328027236287386,-4.49114990478677,0.985905541657796,-3.36133361398827,0.0345150249622216,0.0445677664581118,0.0380756042805818,0.0369860905413956,0.774439190141187,1.02945739123108
"DMH Hmx2-Vgll1 Glut",-0.00255510320069879,0.137726087740018,0.827316183504563,-4.55549649719899,0.998230504826265,0.00764643680196638,0.0526567309169061,0.328027236287386,-4.49333351989681,1.00531417652024,-5.3921418268663,0.00674507191005507,0.00227475883586411,0.00352986504718728,0.00727809092840828,2.9651811012717,0.48499875611739
"TRS-BAC Sln Glut",-0.00977290385257221,0.144823933414818,0.827316183504563,-4.55791257709526,0.993248831477953,0.00352350912509843,0.053266814908183,0.328027236287386,-4.49399508330484,1.00244529528532,-6.20174209578701,0.00234315062986606,0.00733537049180274,0.0055480007406081,0.00213363243628603,0.31943180409013,2.60026077887408
"PO-MEA Slc17a7 Glut",0.00125451791132088,0.155876803813339,0.827316183504563,-4.56146591012561,1.00086994373493,0.0165143602105369,0.0573888840949603,0.328027236287386,-4.49827989515139,1.01151264847492,-6.14552086846638,0.0201153393839988,0.000199362699957237,0.0033321695623727,0.0249489231952,100.898209084816,0.133559654511012
"ZI Pax6 Gaba",0.016230405443825,0.176647294893895,0.827316183504563,-4.56749652199518,1.01131357967259,0.0197475675352457,0.0613438366031702,0.328027236287386,-4.50212462809372,1.01378207992935,-4.10016855273884,0.020376613810184,0.011928738777894,0.0144186509729392,0.0212658516280548,1.70819515705595,0.678018977331598
"Chat GABA",-0.00328240259059293,0.189649093113877,0.827316183504563,-4.57088224442146,0.99772739817752,-0.0201494037850217,0.0714632428732547,0.328027236287386,-4.51092123400323,0.986130576693987,-5.74016768703757,0.00317463504840163,0.00708290670900613,0.00596636406763767,0.00272786902552829,0.448210766967322,2.18718861199071
"ZI Mixed Gaba",-0.0164146978085432,0.21054794404902,0.827316183504563,-4.57582466323252,0.98868668089015,-0.0105895447247629,0.0813859557913073,0.328027236287386,-4.51842962097882,0.992686759770461,-3.4418480315406,0.0449080284500757,0.0184174053030558,0.0232566820518576,0.0506650009600819,2.43834718903778,0.459028552475133
"Mixed Meis2 Gaba",0.00279135660342115,0.21099340103259,0.827316183504563,-4.57592402039692,1.00193669393343,0.00193999584500835,0.0864392330392508,0.328027236287386,-4.52190763833383,1.00134560716826,-4.11642946962615,0.0164405630252181,0.0204927281455246,0.018605370663868,0.0167070544587521,0.802263266680211,1.11362363184981
"PH-LHA-PVH-SO-PVa Nxph4 Glut",-0.00798602447192439,0.217257356062575,0.827316183504563,-4.57729687760376,0.99447980224974,-0.00150762132392652,0.08982613356552,0.328027236287386,-4.52412709487801,0.998955542355948,-3.83968186083198,0.0349264908153673,0.0107528382972605,0.0145712523273942,0.0407775377924763,3.24811829675384,0.357335266330932
"TH-PVT-RE Ntrk1-Nox4 Glut",-0.00306749808326431,0.22030317386953,0.827316183504563,-4.57794850195028,0.997876031173011,0.00143507535820495,0.0927238709258312,0.328027236287386,-4.52596019899653,1.0009952133349,-5.715678029093,0.00351600075094276,0.00331145548091748,0.00380329511984329,0.00310597922002706,1.06176899288062,1.22450758695358
"AD Serpinb7 Glut",0.00747859786936829,0.225728277901303,0.827316183504563,-4.57905868226986,1.00519722800439,-0.0103405888360475,0.0930389976874147,0.328027236287386,-4.52615605846103,0.992858075628575,-6.55809081013207,0.00161200359132492,0.00311822068932185,0.00254653558195646,0.00158120185949154,0.516962637328758,1.61050631623677
"GPi Tbr1 Cngb3 Gaba-Glut",-0.00122959909731454,0.232763600732409,0.827316183504563,-4.58051240929498,0.999148069951119,-0.00442076031856677,0.0970568015203224,0.328027236287386,-4.52859110814182,0.996940452433506,-5.97690923544926,0.0024354731982855,0.00314027874624332,0.00263847158171497,0.00265535814363072,0.775559558589831,0.993640570875058
"STN-PSTN Pitx2 Glut",0.00472959255507976,0.243103275638731,0.827316183504563,-4.58249857925413,1.00328368325943,-0.0082072549918777,0.109598763299647,0.328027236287386,-4.53558744252415,0.994327315126914,-6.1702317692194,0.00602763792985119,0.000995239884407247,0.00222223911771297,0.00681359791472304,6.05646741482952,0.326147674917988
"PVpo-VMPO-MPN Hmx2 Gaba",0.00846755851596224,0.254558825693712,0.827316183504563,-4.58462545404698,1.00588652219051,0.0120896559345318,0.11326807126681,0.328027236287386,-4.53749828946483,1.00841512066128,-4.88115200570281,0.00907793540826568,0.0201575765003561,0.0171661373526088,0.00763751811917683,0.450348552967432,2.24760675978061
"PH-LHA-MM Foxb1 Glut",0.00142921276841348,0.287341274035784,0.862099540026215,-4.59010782326731,1.00099114566139,0.0054021989932003,0.113368720592177,0.328027236287386,-4.53754939972692,1.00375153847101,-5.6681480877739,0.0132034110551638,0.00098678599389373,0.00291898206524534,0.0161578650083202,13.3802173286478,0.180653945539355
"Mixed",-0.0101046833903399,0.291787536624258,0.862099540026215,-4.59081933291747,0.993020438269889,-0.00215052381138859,0.117572794110028,0.328027236287386,-4.53964367852996,0.998510480919769,-3.01964256206505,0.0476832582133757,0.0467391946469213,0.0438592532681383,0.0509408250187405,1.0201985415792,0.860984352962541
"TH Prkcd Grin2c Glut_8",0.00622453471453896,0.325025137096007,0.918549300488716,-4.59557976054852,1.00432383962373,-0.000993243585830739,0.120207429725926,0.328027236287386,-4.5409172629944,0.999311772945828,-5.64497403903722,0.00408761291428756,0.00391297973207518,0.00336839763027768,0.00470204828897002,1.04462920693938,0.71636814921259
"RT-ZI Gnb3 Gaba_1",-0.0120981918720043,0.396310370629231,0.946620154290206,-4.60396913593883,0.991649235387062,-0.0169175433392041,0.121117748783035,0.328027236287386,-4.54135063935106,0.988342138187978,-5.64725134030628,0.003412244845942,0.00394495733059736,0.0036790469997118,0.00346507018296542,0.864963689081348,1.06175252028034
"SI-MA-LPO-LHA Skor1 Glut",0.00351646409877628,0.429200353150963,0.946620154290206,-4.60717875880617,1.00244040011618,0.01265503611244,0.140192030658543,0.33921081576918,-4.54971346440051,1.00881038759914,-3.80759459827407,0.0216620291560991,0.0351318243852839,0.031744800978899,0.01966113447081,0.616592776923163,1.61459660560427
"TH Prkcd Grin2c Glut_3",-0.00954603507533416,0.435942795666883,0.946620154290206,-4.6077933969383,0.993405035568183,-0.00186556656423626,0.14425017729993,0.33921081576918,-4.5513322450073,0.998707723505178,-3.08010833627159,0.0573187673917624,0.0333039743484103,0.0398698534718276,0.060358805485686,1.72107889563332,0.660547423876416
"ZI-PVH-SBPV Pax6-Prox1 Gaba",0.000737631605478844,0.437692301803551,0.946620154290206,-4.60795060873797,1.00051141799724,-0.00275085994705149,0.147444270467111,0.33921081576918,-4.55257998999565,0.998095065878079,-4.25654089763095,0.0152307508034202,0.0126787497573046,0.0139917107935418,0.0149385901856292,1.2012817584514,0.936615210650982
"TH Prkcd Grin2c Glut_5",0.00471839370414155,0.448201034679402,0.946620154290206,-4.60887572350532,1.00327589534827,0.00695054297642007,0.15189256442288,0.33921081576918,-4.55428105045131,1.00482937328117,-6.36802427856585,0.00184944276370012,0.00200077707343803,0.00170572443124649,0.00208396168199649,0.924362233180797,0.818500861115816
"AV Col27a1 Glut",0.00136145525449375,0.450895396539794,0.946620154290206,-4.60909134738982,1.00094413428555,0.00607715014839298,0.154514726854182,0.33921081576918,-4.55527008838306,1.0042212439479,-5.36235566722687,0.00668191976158569,0.0100615432387278,0.00865495759921732,0.00673665601023934,0.664104859766079,1.28475575805893
"PVN Mixed Glut",-0.00468988875481964,0.465354145388049,0.946620154290206,-4.61030208555056,0.996754494907217,0.00168118051541335,0.156558838047314,0.33921081576918,-4.55599990530142,1.00116598476658,-6.60902004920595,0.00231999186480323,0.00386976477252155,0.00373019289955233,0.00183965457468513,0.599517542067943,2.02765940458728
"TH Prkcd Grin2c Glut_1",0.000604621124147027,0.504830115296349,0.946620154290206,-4.61334096414337,1.00041917925859,-0.000820816214037304,0.167559731882379,0.343169584925402,-4.55986291944352,0.99943121537482,-6.29894936656286,0.00180249274987676,0.00217472936154491,0.0019328809118861,0.00189544655486832,0.828835432008096,1.01974962413033
"Lhx6-Lhx8 Gaba",0.00882416889205346,0.512208010426071,0.946620154290206,-4.61386369441009,1.00613519145048,0.00446892900942339,0.168945026424813,0.343169584925402,-4.56032805966803,1.00310242814261,-4.02755552199681,0.0166616934040476,0.0268530265319605,0.0249611895099286,0.0144769971749143,0.620477300173849,1.72419661400371
"STR D1-D2 Gaba",0.000664775827213906,0.52515079320332,0.946620154290206,-4.61475061169598,1.0004608936692,0.00221711311827517,0.180540888078954,0.355610840155516,-4.56404936994432,1.00153796716721,-3.18100077485362,0.0380702046133417,0.0609997788877135,0.0574701113308921,0.0324280424604143,0.624103977219658,1.77223498461392
"TH Prkcd Grin2c Glut_2",0.00470177810497622,0.539547022461206,0.946620154290206,-4.61568447381322,1.00326434063042,0.00224196598872793,0.197753406528372,0.369227121582312,-4.56916305413214,1.001555220507,-3.91027551450678,0.0315886435672461,0.0153849238580591,0.019426797214195,0.0340282580947849,2.05322066320784,0.570901900417062
"VMH Nr5a1 Glut_2",0.00717958624312669,0.573386997679772,0.946620154290206,-4.61774136085183,1.00498891335438,0.00700313139851162,0.199167643443438,0.369227121582312,-4.56955991600252,1.00486600150322,-3.73364733898606,0.0279460175848384,0.0207630695922712,0.0220115787205321,0.0295706876536045,1.34594826938504,0.744371553965165
"LHA Pmch Glut",-0.00483049017837902,0.582615149274557,0.946620154290206,-4.61826075570643,0.996657358459056,-0.00853865084638605,0.20449502118405,0.369227121582312,-4.5709970553885,0.994098938305822,-6.48747294257606,0.00196064852010742,0.00108760113637759,0.0011530362082036,0.00224443240177335,1.80272753910283,0.513731760106731
"STR-PAL Chst9 Gaba",-0.00290845582652839,0.595783692729451,0.946620154290206,-4.61897444781327,0.9979860427829,0.0021140385215653,0.218025496385029,0.379144001467666,-4.57457151370216,1.00146641397584,-3.91901542914476,0.0209981895964087,0.0250776230569774,0.0269535785589052,0.0174904607102534,0.837327746282013,1.54104451594601
"DMH Gaba",0.000594340908284161,0.602760361755654,0.946620154290206,-4.61933979472157,1.0004120505944,0.00944570912358762,0.222147200898547,0.379144001467666,-4.57557178698988,1.00656874685097,-3.57286190322904,0.0328961806074241,0.0207897052909246,0.0219748906566115,0.036553585368337,1.58233029988089,0.601169226908349
"PV-PT Ntrk1-Sp9 Glut",0.000895717222125164,0.612174354521655,0.946620154290206,-4.61981910788244,1.00062105664296,0.000929999848492585,0.2274864008806,0.379144001467666,-4.57688953362293,1.00064483458939,-4.44654230406524,0.0115589049781319,0.0121814163489556,0.0118231294601056,0.0116681873186525,0.948896634595609,1.01327902417245
"PO-MEA-BST Mixed Gaba",-0.00783201715603866,0.614112366029904,0.946620154290206,-4.61991586205376,0.994585968373377,-0.00568634524068107,0.235287425833474,0.382342066979395,-4.5787501746104,0.996066283242824,-3.47007316053413,0.0284597652660532,0.0455350008161006,0.043045186930285,0.0241194849318499,0.625008559481352,1.78466443424933
"AHN-PVHd-PVR Mixed Gaba",-0.00296296341421717,0.618160838623402,0.946620154290206,-4.62011589142704,0.99794833780535,-0.000626864889749334,0.290074766460362,0.459874629754233,-4.58998050553043,0.999565584754717,-3.34092887202527,0.0349660494259135,0.0488925707573171,0.0460207362600664,0.0322672753906028,0.715160787913379,1.42623558087799
"VMH Nr5a1 Glut_1",-0.00312127282065222,0.618351099671726,0.946620154290206,-4.62012213856815,0.997838837226995,-0.000769597308708286,0.298967054660943,0.462687108403841,-4.5915358043373,0.999466698051366,-6.29498689718032,0.00239644122017962,0.00191390975423055,0.00167617339091689,0.00282719016987292,1.25211819150954,0.592876067828234
"HY NSCs_2",-0.00269293860923622,0.626225640530444,0.946620154290206,-4.62049818634457,0.998135138215169,-0.0106401333287325,0.337742826556297,0.510541482003705,-4.59784826685726,0.992651951473852,-5.61775957451977,0.00795122678034902,0.0102229617256986,0.011300137169393,0.00596535735851471,0.77778113561368,1.89429341617962
"SNc-VTA-RAmb Foxa1 Dopa",0.00206909260072746,0.675026478602902,0.952913519736011,-4.62264097580009,1.00143521463866,0.00504146051181095,0.36034959316619,0.532334626268235,-4.60110369667621,1.00350058693268,-8.37634494091595,0.000262903230147063,0,0,0.000368064522205888,Inf,0
"Trh Glut",-0.000430517715511996,0.695008716897062,0.952913519736011,-4.62340923036714,0.999701632379786,0.002282467738612,0.386205950228458,0.557853039218884,-4.60449740783996,1.00158333823617,-3.5683728127684,0.0273606249627635,0.0360832739957939,0.0342025627538034,0.0257522765915418,0.758263370611902,1.32813744183833
"ARC Mixed Glut",0.00137844480805031,0.701883225124557,0.952913519736011,-4.62365498132823,1.00095592173448,0.00562921929927589,0.406929479246114,0.57190219506884,-4.60702726232754,1.00390949972046,-5.25542485028227,0.0108767385484632,0.020819891266476,0.0204583547828251,0.00726101394490886,0.522420526084918,2.817561698414
"RT-ZI Gnb3 Gaba_2",0.000520862804670643,0.724358911490233,0.952913519736011,-4.6244329875845,1.00036109976535,-0.00311233236254776,0.413529279511315,0.57190219506884,-4.60776930583368,0.997845020906643,-3.25508994350877,0.0382519167717313,0.0419497773360412,0.0411008746198418,0.0376216752622067,0.911850293395172,1.09247858670266
"TH Prkcd Grin2c Glut_6",-0.00187854808034218,0.730480976909478,0.952913519736011,-4.62463133979488,0.998698737072355,0.00156368108005669,0.438264286469424,0.589089580445786,-4.61049743432122,1.00108444872168,-4.10754426515533,0.0185974897507081,0.0147736235170688,0.0142222455938486,0.0206784141673839,1.25883062670586,0.687782219599867
"PO-MEA Glut",-0.000840146635634981,0.768109075260551,0.952913519736011,-4.62573978854101,0.99941782425835,-0.00864872952710885,0.444082914489901,0.589089580445786,-4.61111113310585,0.994023090727587,-4.4636866847475,0.0136695530787734,0.0143736562556984,0.0151250754878353,0.0126364925758666,0.95101433035552,1.19693620654844
"TU-ARH Otp Six6 Gaba",0.00099944977193596,0.79250800306786,0.952913519736011,-4.6263587801996,1.00069300580917,0.003615711760174,0.501072949572132,0.651394834443772,-4.61645019639023,1.00250936360796,-4.95215064352519,0.0101235033805519,0.00640895172630825,0.00663169801127235,0.0113865777572853,1.57958802201547,0.582413623534017
"TH Sema5b-Ntrk Glut",0.00109661749574787,0.840103039618766,0.952913519736011,-4.62735759602045,1.00076040628771,-0.00506973575654582,0.523466222309619,0.667162832355397,-4.61830997903296,0.996492094082824,-3.24562014854256,0.0406904634972269,0.0379920749004868,0.0376229344087412,0.0421389594276686,1.07102503887477,0.892830172356792
"AHN Onecut3 Gaba",0.00212225679049837,0.849986903851301,0.952913519736011,-4.62753054295499,1.00147211881541,-0.00105423964255719,0.544728413584703,0.680910516980878,-4.6199254474511,0.999269523691943,-3.98564529321166,0.0186428102994075,0.0239039950497231,0.0230763580094322,0.0173659734395723,0.779903537489373,1.32882605687093
"LH-MH Glut",0.000348929682423069,0.865342246391559,0.952913519736011,-4.62777540862412,1.00024188887598,-0.000368064522205888,0.564027782427722,0.691622635115704,-4.62132164286956,0.999744909655245,-6.82573981737922,0.00483330611215508,0.00108704720949755,0.00225042954010891,0.00516842734260673,4.44627065864885,0.435418627549844
"HY NSCs_1",-0.000163587679565016,0.866851157570141,0.952913519736011,-4.62779810980104,0.999886616089577,-0.000325338317470436,0.577747481026673,0.691622635115704,-4.62225181446846,0.999774518087386,-6.6345291157227,0.00245016366224364,0.00442841754932468,0.00427767770555739,0.00180960195117852,0.553281987290761,2.36387770402851
"PO-COAa-PAA-MEA Barhl2 Glut",-0.000556865712410241,0.881700155557973,0.952913519736011,-4.62800779855315,0.99961408458601,0.00102256216226835,0.591717620840382,0.691622635115704,-4.62314722456317,1.00070903732793,-4.77810944859874,0.00953902352106854,0.0144943545833881,0.0140557075850889,0.00799553809443988,0.65811992291131,1.75794392060533
"ADP-MPO Trp73 Glut",0.000376849609418233,0.890999150380869,0.952913519736011,-4.62812584895377,1.00026124636315,0.00178193227232176,0.595859501022761,0.691622635115704,-4.62340499329439,1.00123590443171,-6.25586307572922,0.00233622823165181,0.00256999612220594,0.00274220320841074,0.00207051398922535,0.90903959405453,1.32440699395452
"TH Prkcd Grin2c Glut_4",-0.000272869686144538,0.908809257504841,0.952913519736011,-4.62832483155319,0.999810879032014,0.000733313677530099,0.645708799073916,0.736334595435167,-4.62626827297529,1.00050842351149,-4.73018221713086,0.00923042744044111,0.0117016709584935,0.0120377296127475,0.00790587137896616,0.788812766414468,1.52263160323785
"STR D1 Gaba",0.000922851229364041,0.936670127995378,0.952913519736011,-4.62856366193453,1.0006398763613,0.00220584528333612,0.680262604045325,0.750042242978398,-4.62796656090693,1.0015301449178,-3.50410226013209,0.029122384060856,0.0399950977425452,0.0403644009014515,0.024403995429274,0.72814884084848,1.65400788647223
"SCH Six6 Cdc14a Gaba",-0.000923257897265605,0.938532033577188,0.952913519736011,-4.62857630905724,0.999360251118217,-0.00117292430658079,0.680807574395776,0.750042242978398,-4.62799162542879,0.999187321226297,-5.71779000728312,0.00546773160366561,0.00809751547461015,0.00769773556583577,0.00481559796406218,0.675235709127046,1.59850046106057
"PVH-SO-PVa Agtr1a Glut",0.000903841209127074,0.942031815793324,0.952913519736011,-4.62859946343192,1.00062669127475,-0.000382488191822052,0.786626608568164,0.842566303161965,-4.63192897174368,0.999734914529605,-6.03923439392285,0.00295550035358403,0.00486207447611778,0.00465372935424952,0.00240121582643879,0.607868178099959,1.9380720812387
"PO-CEA-BST Meis2 Gaba",-4.0882175381087e-05,0.944384967489919,0.952913519736011,-4.628614439908,0.999971663036899,-0.000184888679581965,0.790716069121228,0.842566303161965,-4.63204320950845,0.99987185314454,-3.5761631918759,0.0285451308816836,0.0373864014884546,0.0373040806556125,0.0250909434718174,0.763516405570585,1.48675480049258
"GPe-SI Sox6 Cyp26b1 Gaba",0.000205802082105371,0.950335596938226,0.952913519736011,-4.62864908030437,1.00014266130812,-0.000932720017369025,0.830170414761929,0.870339950960087,-4.63305153417685,0.999353696693723,-5.31986928453814,0.00495816311184768,0.0072020856579163,0.00731123353237411,0.00395144621896241,0.688434343515177,1.85026775697682
"Lhx6 Gaba",2.62694434490627e-05,0.950962866784889,0.952913519736011,-4.62865245093901,1.00001820875644,0.000211082712242229,0.889712088351359,0.917956916552989,-4.63415504275897,1.00014632209089,-5.56840771665262,0.00444032764334104,0.00461737045267741,0.00460686267529778,0.00438001829698612,0.961657222189372,1.05179073760211
"SCsg Gabrr2 Gaba",-8.65961774972753e-06,0.951056498751324,0.952913519736011,-4.62865292550679,0.999993997628386,0.000107806061416825,0.940309082703643,0.955001412120887,-4.63471678539511,1.00007472825954,-7.75482658480631,0.000666680253162795,0.000178037442246469,0.000194390312398904,0.00084578450737689,3.74460700373275,0.229834326242017
"PVH-SO-PVa Avp Glut",-5.29036489609781e-20,0.952913519736011,0.952913519736011,-4.62866278775444,1,-0.000191576870287794,0.985631659234987,0.985631659234987,-4.63493507628491,0.99986721784883,-5.27703007574243,0.00600085191483673,0.00750221981249079,0.00750568365959068,0.00539684090867521,0.799876845096652,1.39075503365785
